ID,Question,Options,Correct_Answers,Images,Answer_Link
194,"Which of the following options is the closest in meaning to the word underlined in the sentence below? In a democracy, everybody has the freedom to disagree with the government.",A: dissent | B: descent | C: decent | D: decadent,['A'],,
195,"A batch of one hundred bulbs is inspected by testing four randomly chosen bulbs. The batch is
rejected if even one of the bulbs is defective. A batch typically has five defective bulbs. The
probability that the current batch is accepted is ________",,['0.82'],,
196,"A firm producing air purifiers sold 200 units in 2012. The following pie chart presents the share of raw material, labour, energy, plant & machinery, and transportation costs in the total manufacturing cost of the firm in 2012. The expenditure on labour in 2012 is Rs. 4,50,000. In 2013, the raw material expenses increased by 30% and all other expenses increased by 20%. If the company registered a profit of Rs. 10 lakhs in 2012, at what price (in Rs.) was each air purifier sold?",,['20000'],https://practicepaper.in/wp-content/uploads/GATE/ME/20143/q64.jpg,
197,"A man can row at 8 km per hour in still water. If it takes him thrice as long to row upstream, as to
row downstream, then find the stream velocity in km per hour.",,['4'],,
198,The multi-level hierarchical pie chart shows the population of animals in a reserve forest. The correct conclusions from this information are: i. Butterflies are birds ii. There are more tigers in this forest than red ants iii. All reptiles in this forest are either snakes or crocodiles iv. Elephants are the largest mammals in this forest,"A: (i) and (ii) only | B: (i), (ii), (iii) and (iv) | C: (i), (iii) and (iv) only | D: (i), (ii) and (iii) only",['D'],https://practicepaper.in/wp-content/uploads/GATE/ME/20143/q62.jpg,
199,"Find the next term in the sequence: 7G,11K,13M,____",A: 15Q | B: 17Q | C: 15P | D: 17P,['B'],,
200,In which of the following options will the expression $P \lt M$ be definitely true?,A: $M \lt R \gt P \gt S$ | B: $M \gt S \lt P \lt F$ | C: $Q \lt M \lt F=PQ \lt M \lt F=P$ | D: $P=A \lt R \lt M$,['D'],,
201,"The next term in the series 81, 54, 36, 24, ..  is ____",,['16'],,
202,Advice' is _______,A: a verb | B: a noun | C: an adjective | D: both a verb and a noun,['B'],,
203,"The value of one U.S. dollar is 65 Indian Rupees today, compared to 60 last year. The Indian Rupee
has _____",A: depressed | B: depreciated | C: appreciated | D: stabilized,['B'],,
204,"""India is a country of rich heritage and cultural diversity."" Which one of the following facts best supports the claim made in the above sentence?",A: India is a union of 28 states and 77 union territories. | B: India has a population of over 1.1 billion. | C: India is home to 2222 official languages and thousands of dialects. | D: The Indian cricket team draws players from over ten states.,['C'],,
205,It takes 30 minutes to empty a half-full tank by draining it at a constant rate. It is decided to simultaneously pump water into the half-full tank while draining it. What is the rate at which water has to be pumped in so that it gets fully filled in 10 minutes?,A: 4 times the draining rate | B: 3 times the draining rate | C: 2.5 times the draining rate | D: 2 times the draining rate,['A'],,
206,The total exports and revenues from the exports of a country are given in the two charts shown below. The pie chart for exports shows the quantity of each item exported as a percentage of the total quantity of exports. The pie chart for the revenues shows the percentage of the total revenue generated through export of each item. The total quantity of exports of all the items is 500 thousand tonnes and the total revenues are 250 crore rupees. Which item among the following has generated the maximum revenue per kg?,A: Item 2 | B: Item 3 | C: Item 6 | D: Item 5,['D'],https://practicepaper.in/wp-content/uploads/GATE/ME/20142/q64.jpg,
207,The sum of eight consecutive odd numbers is 656. The average of four consecutive even numbers is 87. What is the sum of the smallest odd number and second largest even number?,,['163'],,
208,"Lights of four colors (red, blue, green, yellow) are hung on a ladder. On every step of the ladder there are two lights. If one of the lights is red, the other light on that step will always be blue. If one of the lights on a step is green, the other light on that step will always be yellow. Which of the following statements is not necessarily correct?",A: The number of red lights is equal to the number of blue lights | B: The number of green lights is equal to the number of yellow lights | C: The sum of the red and green lights is equal to the sum of the yellow and blue lights | D: The sum of the red and blue lights is equal to the sum of the green and yellow lights,['D'],,
209,"Find the odd one in the following group: Q,W,Z,B B,H,K,M W,C,G,J M,S,V,X","A: Q,W,Z,B | B: B,H,K,M | C: W,C,G,J | D: M,S,V,X",['C'],,
210,Fill in the missing number in the series. 2      3       6      15  __________ 157.5      630,,['45'],,
211,A regular die has six sides with numbers 1 to 6 marked on its sides. If a very large number of throws show the following frequencies of occurrence: $1 \rightarrow 0.167; 2 \rightarrow 0.167; 3\rightarrow 0.152; 4 \rightarrow 0.166; 5\rightarrow 0.168; 6\rightarrow 0.180$ We call this die,A: irregular | B: biased | C: Gaussian | D: insufficient,['B'],,
212,Choose the most appropriate pair of words from the options given below to complete the following sentence. She could not _____ the thought of _________ the election to her bitter rival.,"A: bear, loosing | B: bare, loosing | C: bear, losing | D: bare, losing",['C'],,
213,Which of the options given below best completes the following sentence? She will feel much better if she _____,A: will get some rest | B: gets some rest | C: will be getting some rest | D: is getting some rest,['B'],,
214,Choose the most appropriate word from the options given below to complete the following sentence. Communication and interpersonal skills are__________ important in their own ways.,A: each | B: both | C: all | D: either,['B'],,
215,"You are given three coins: one has heads on both faces, the second has tails on both faces, and the third has a head on one face and a tail on the other. You choose a coin at random and toss it, and it comes up heads. The probability that the other face is tails is",A: 01-Apr | B: 01-Mar | C: 01-Feb | D: 02-Mar,['B'],,
216,"The exports and imports (in crores of Rs.) of a country from 2000 to 2007 are given in the following bar chart. If the trade deficit is defined as excess of imports over exports, in which year is the trade deficit 1/5th of the exports?",A: 2005 | B: 2004 | C: 2007 | D: 2006,['D'],https://practicepaper.in/wp-content/uploads/GATE/ME/20141/q64.jpg,
217,"A train that is 280 meters long, traveling at a uniform speed, crosses a platform in 60 seconds and passes a man standing on the platform in 20 seconds. What is the length of the platform in meters?",,['560'],,
218,"For submitting tax returns, all resident males with annual income below Rs 10 lakh should fill up Form P and all resident females with income below Rs 8 lakh should fill up Form Q. All people with incomes above Rs 10 lakh should fill up Form R, except non residents with income above Rs 15 lakhs, who should fill up Form S. All others should fill Form T. An example of a person who should fill Form T is",A: a resident male with annual income Rs9 lakh | B: a resident female with annual income Rs 9 lakh | C: a non-resident male with annual income Rs 16 lakh | D: a non-resident female with annual income Rs 16 lakh,['B'],,
219,"Find the odd one from the following group: W,E,K,O I,Q,W,A F,N,T,X N,V,B,D","A: W,E,K,O | B: I,Q,W,A | C: F,N,T,X | D: N,V,B,D",['D'],,
220,"What is the next number in the series? 12        35            81            173            357            ____,",,['725'],,
221,"How many pairs of sets (S,T) are possible among the subsets of {1, 2, 3, 4, 5, 6}
that satisfy the condition that S is a subset of T?",A: 729 | B: 728 | C: 665 | D: 664,['A'],,
222,"Which one of the sentence sequences in the given options creates a coherent
narrative? (i) I could not bring myself to knock. (ii) There was a murmur of unfamiliar voices coming from the big drawing
room and the door was firmly shut. (iii) The passage was dark for a bit, but then it suddenly opened into a bright
kitchen. (iv) I decided I would rather wander down the passage.","A: (iv), (i), (iii), (ii) | B: (iii), (i), (ii), (iv) | C: (ii), (i), (iv), (iii) | D: (i), (iii), (ii), (iv)",['C'],,
223,Consider the following inequalities $p^2-4q \lt 4$ $3p+2q \lt 6$ where $p$ and $q$ are positive integers. The value of $(p+q)$ is _______.,A: 2 | B: 1 | C: 3 | D: 4,['A'],,
224,"In a recently held parent-teacher meeting, the teachers had very few complaints
about Ravi. After all, Ravi was a hardworking and kind student. Incidentally, almost
all of Ravi's friends at school were hardworking and kind too. But the teachers drew
attention to Ravi's complete lack of interest in sports. The teachers believed that,
along with some of his friends who showed similar disinterest in sports, Ravi needed
to engage in some sports for his overall development. Based only on the information provided above, which one of the following
statements can be logically inferred with certainty?",A: All of Ravi's friends are hardworking and kind. | B: No one who is not a friend of Ravi is hardworking and kind. | C: None of Ravi's friends are interested in sports. | D: Some of Ravi's friends are hardworking and kind.,['D'],,
225,"The symbols $\bigcirc  ,\ast ,\triangle ,\square$ are to be filled, one in each box, as shown below. The rules for filling in the four symbols are as follows. 1) Every row and every column must contain each of the four symbols. 2) Every 2x2 square delineated by bold lines must contain each of the four
symbols. Which symbol will occupy the box marked with $?$ in the partially filled figure?",A: $\bigcirc$ | B: $\ast$ | C: $\triangle$ | D: $\square$,['B'],https://practicepaper.in/wp-content/uploads/GATE/ME/20231/q60.jpg,
226,The statistics of runs scored in a series by four batsmen are provided in the following table. Who is the most consistent batsman of these four? $\begin{array}{|c|c|c|} \hline \text{Batsman} & \text{Average} & \text{Standard Deviation} \\ \hline K & 31.2 & 5.21 \\ \hline L & 46.0 & 6.35 \\ \hline M & 54.4 & 6.22 \\ \hline N & 17.9 & 5.90 \\ \hline \end{array}$,A: K | B: L | C: M | D: N,['A'],,
227,"Choose the most appropriate word from the options given below to complete the following sentence. Many ancient cultures attributed disease to supernatural causes. However, modern science has largely helped _________ such notions.",A: impel | B: dispel | C: propel | D: repel,['B'],,
228,Read the statements: All women are entrepreneurs. Some women are doctors. Which of the following conclusions can be logically inferred from the above statements?,A: All women are doctors | B: All doctors are entrepreneurs | C: All entrepreneurs are women | D: Some entrepreneurs are doctors,['D'],,
229,Choose the most appropriate phrase from the options given below to complete the following sentence. The aircraft _________ take off as soon as its flight plan was filed.,A: is allowed to | B: will be allowed to | C: was allowed to | D: has been allowed to,['C'],,
230,"After several defeats in wars, Robert Bruce went in exile and wanted to commit suicide. Just before committing suicide, he came across a spider attempting tirelessly to have its net. Time and again, the spider failed but that did not deter it to refrain from making attempts. Such attempts by the spider made Bruce curious. Thus, Bruce started observing the near-impossible goal of the spider to have the net. Ultimately, the spider succeeded in having its net despite several failures. Such act of the spider encouraged Bruce not to commit suicide. And then, Bruce went back again and won many a battle, and the rest is history. Which of the following assertions is best supported by the above information?",A: Failure is the pillar of success. | B: Honesty is the best policy. | C: Life begins and ends with adventures. | D: No adversity justifies giving up hope.,['C'],,
231,"The current erection cost of a structure is Rs. 13,200. If the labour wages per day increase by 1/5 of the current wages and the working hours decrease by 1/24 of the current period, then the new cost of erection in Rs. Is","A: 16,500 | B: 15,180 | C: 11,000 | D: 10,120",['B'],,
232,Find the sum of the expression $\dfrac{1}{\sqrt{1}+\sqrt{2}}+\dfrac{1}{\sqrt{2}+\sqrt{3}}+\dfrac{1}{\sqrt{3}+\sqrt{4}}+ \dots \dots +\dfrac{1}{\sqrt{80}+\sqrt{81}}$,A: 7 | B: 8 | C: 9 | D: 10,['B'],,
233,"A tourist covers half of his journey by train at 60 km/h, half of the remainder by bus at 30 km/h and the rest by cycle at 10 km/h. The average speed of the tourist in km/h during his entire journey is",A: 36 | B: 30 | C: 24 | D: 18,['C'],,
234,"Out of all the 2-digit integers between 1 and 100, a 2-digit number has to be selected at random. What is the probability that the selected number is not divisible by 7?",A: 13/90 | B: 12/90 | C: 78/90 | D: 77/90,['D'],,
235,"What will be the maximum sum of 44, 42, 40, . . . ?",A: 502 | B: 504 | C: 506 | D: 500,['C'],,
236,Choose the grammatically INCORRECT sentence:,A: He is of Asian origin. | B: They belonged to Africa. | C: They belonged to Africa. | D: They migrated from India to Australia.,['A'],,
237,Which one of the following options is the closest in meaning to the word given below? Nadir,A: Highest | B: Lowest | C: Medium | D: Integration,['D'],,
238,"Were you a bird, you ______ in the sky.",A: would fly | B: shall fly | C: should fly | D: shall have flown,['C'],,
239,Complete the sentence: Universalism is to particularism as diffuseness is to _______,A: specificity | B: neutrality | C: generality | D: adaptation,['D'],,
240,Which of the following assertions are CORRECT? P.   Adding 7 to each entry in a list adds 7 to the mean of the list. Q.  Adding 7 to each entry in a list adds 7 to the standard deviation of the list. R.  Doubling each entry in a list doubles the mean of the list. S. Doubling each entry in a list leaves the standard deviation of the list unchanged.,"A: P,Q | B: Q,R | C: P,R | D: R,S",['C'],,
241,"An automobile plant contracted to buy shock absorbers from two suppliers X and Y. X supplies 60% and Y supplies 40% of the shock absorbers. All shock absorbers are subjected to a quality test. The ones that pass the quality test are considered reliable. Of X's shock absorbers, 96% are reliable. Of Y's shock absorbers, 72% are reliable. The probability that a randomly chosen shock absorber, which is found to be reliable, is made by Y is",A: 0.288 | B: 0.334 | C: 0.667 | D: 0.72,['B'],,
242,A political party orders an arch for the entrance to the ground in which the annual convention is being held. The profile of the arch follows the equation $y=2x - 0.1x^2$ where $y$ is the height of the arch in meters. The maximum possible height of the arch is,A: 8 meters | B: 10 meters | C: 12 meters | D: 14 meters,['B'],,
243,"Wanted Temporary, Part-time persons for the post of Field Interviewer to conduct personal interviews to collect and collate economic data. Requirements: High-school pass, must be available for the Day, Evening and Saturday work. Transportation paid, expenses reimbursed. Which of the following is the best inference from the above advertisement?",A: Gender-discriminatory | B: Xenophobic | C: Not designed to make the post attractive | D: Not gender-discriminatory,['C'],,
244,"Given the sequence of terms, AD CG FK JP, the next terms is",A: OV | B: OW | C: PV | D: PW,['A'],,
245,Choose the grammatically INCORRECT sentence:,"A: They gave us the money back less the service charges of Three Hundred rupees. | B: This country's expenditure is not less than that of Bangladesh. | C: The committee initially asked for a funding of Fifty Lakh rupees, but later settled for a lesser sum. | D: This country's expenditure on educational reforms is very less.",['D'],,
246,Which one of the following options is the closest in meaning to the word given below? Mitigate,A: Diminish | B: Divulge | C: Dedicate | D: Denote,['A'],,
247,Choose the most appropriate alternative from the options given below to complete the following sentence: Despite several ________ the mission succeeded in its attempt to resolve the conflict.,A: attempts | B: setbacks | C: meetings | D: delegations,['B'],,
248,The cost function for a product in a firm is given by $5q^2$ where $q$ is the amount of production. The film can sell the product at a market price of INR 50 per unit. The number of units to be produced by the firm such that the profit is maximized is,A: 5 | B: 10 | C: 15 | D: 25,['A'],,
249,Choose the most appropriate alternative from the options given below to complete the following sentence: Suresh's dog is the one ______ was hurt in stampede,A: that | B: which | C: who | D: whom,[],,
250,"A transporter receives the same number of orders each day. Currently, he has
some pending orders (backlog) to be shipped. If he uses 7 trucks, then at the
end of the 4th day he can clear all the orders. Alternatively, if he uses only 3
trucks, then all the orders are cleared at the end of the 10th day. What is the
minimum number of trucks required so that there will be no pending order at the
end of the 5th day?",A: 4 | B: 5 | C: 6 | D: 7,['C'],,
251,"The variable cost (V) of manufacturing a product varies according to the equation
V= 4q, where q is the quantity produced. The fixed cost (F) of production of same
product reduces with q according to the equation F = 100/q. How many units
should be produced to minimize the total cost (V+F)?",A: 5 | B: 4 | C: 7 | D: 6,['A'],,
252,"P, Q, R and S are four types of dangerous microbes recently found in a human
habitat. The area of each circle with its diameter printed in brackets represents
the growth of a single microbe surviving human immunity system within 24 hours
of entering the body. The danger to human beings varies proportionately with the
toxicity, potency and growth attributed to a microbe shown in the figure
below A pharmaceutical company is contemplating the development of a vaccine
against the most dangerous microbe. Which microbe should the company target
in its first attempt?",A: P | B: Q | C: R | D: S,['D'],https://practicepaper.in/wp-content/uploads/GATE/ME/20111/q63a.jpg,
253,"Few school curricula include a unit on how to deal with bereavement and
grief, and yet all students at some point in their lives suffer from losses
through death and parting. Based on the above passage which topic would not be included in a unit on
bereavement?",A: how to write a letter of condolence | B: what emotional stages are passed through in the healing process | C: what the leading causes of death are | D: how to give support to a grieving friend,['C'],,
254,"A container originally contains 10 litres of pure spirit. From this container 1 litre
of spirit is replaced with 1 litre of water. Subsequently, 1 litre of the mixture is
again replaced with 1 litre of water and this process is repeated one more time.
How much spirit is now left in the container?",A: 7.58 litres | B: 7.84 litres | C: 7 litres | D: 7.29 litres,['D'],,
255,"Choose the most appropriate word from the options given below to complete the
following sentence. If you are trying to make a strong impression on your audience, you
cannot do so by being understated, tentative or_______",A: Hyperbolic | B: Restrained | C: Argumentative | D: Indifferent,['B'],,
256,"Choose the most appropriate word(s) from the options given below to complete
the following sentence. I contemplated________Singapore for my vacation but decided against
it.",A: To visit | B: having to visit | C: visiting | D: for a visit,['C'],,
257,"If $\log (P) = (1/2) \log (Q) = (1/3) \log ?$ , then which of the following options is
TRUE?",A: $P^2=Q^3R^2$ | B: $Q^2=PR$ | C: $Q^2=R^3P$ | D: $R=P^2 Q^2$,['B'],,
258,Which of the following options is the closest in the meaning to the word below: Inexplicable,A: Incomprehensible | B: Indelible | C: Inextricable | D: Infallible,['A'],,
259,Choose the word from the options given below that is most nearly opposite in meaning to the given word: Amalgamate,A: Merge | B: Split | C: Collect | D: Separate,['B'],,
260,"The minute-hand and second-hand of a clock cross each other _______ times
between 09:15:00 AM and 09:45:00 AM on a day.",A: 30 | B: 15 | C: 29 | D: 31,['A'],,
261,"A certain country has 504 universities and 25951 colleges. These are categorised into
Grades I, II, and III as shown in the given pie charts. What is the percentage, correct to one decimal place, of higher education institutions
(colleges and universities) that fall into Grade III?",A: 22.7 | B: 23.7 | C: 15 | D: 66.8,['A'],https://practicepaper.in/wp-content/uploads/GATE/ME/20231/q58.jpg,
262,Planting : Seed : : Raising : _____ (By word meaning),A: Child | B: Temperature | C: Height | D: Lift,['A'],,
263,"He did not manage to fix the car himself, so he _______ in the garage.",A: got it fixed | B: getting it fixed | C: gets fixed | D: got fixed,['A'],,
264,"Equal sized circular regions are shaded in a square
sheet of paper of 1 cm side length. Two cases,
case M and case N, are considered as shown in the
figures below. In the case M, four circles are shaded
in the square sheet and in the case N, nine circles
are shaded in the square sheet as shown. What is the ratio of the areas of unshaded regions of
case M to that of case N?",A: $2:3$ | B: $1:1$ | C: $3:2$ | D: $2:1$,['B'],https://practicepaper.in/wp-content/uploads/GATE/ME/20222/q65.jpg,
265,"Four cities P, Q, R and S are connected through oneway routes as shown in the figure. The travel time
between any two connected cities is one hour. The
boxes beside each city name describe the starting
time of first train of the day and their frequency of
operation. For example, from city P, the first trains
of the day start at 8 AM with a frequency of 90
minutes to each of R and S. A person does not spend
additional time at any city other than the waiting
time for the next connecting train. If the person starts from R at 7 AM and is required
to visit S and return to R, what is the minimum time
required?",A: 6 hours 30 minutes | B: 3 hours 45 minutes | C: 4 hours 30 minutes | D: 5 hours 15 minutes,['A'],https://practicepaper.in/wp-content/uploads/GATE/ME/20222/q64.jpg,
266,"Consider the following functions for non-zero
positive integers, $p$ and $q$ $f(p,q)=\underbrace{p \times p \times p \times ...p}_{q \;\;times} =p^q;\;\; f(p,1)=p$ $g(p,q)=p^{p^{p^{\vdots ^{q \;\;times}}}};\;\; g(p,1)=p$ Which one of the following options is correct based
on the above?","A: $f(2,2)=g(2,2)$ | B: $f(g(2,2),2) \lt f(2,g(2,2))$ | C: $g(2,1) \neq  f(2,1)$ | D: $f(3,2) \gt g(3,2)$",['A'],,
267,"For the past m days, the average daily production at
a company was 100 units per day. If today's production of 180 units changes the
average to 110 units per day, what is the value of m?",A: 18 | B: 10 | C: 7 | D: 5,['C'],,
268,"Fish belonging to species S in the deep sea have
skins that are extremely black (ultra-black skin).
This helps them not only to avoid predators but
also sneakily attack their prey. However, having
this extra layer of black pigment results in lower
collagen on their skin, making their skin more
fragile. Which one of the following is the CORRECT
logical inference based on the information in the
above passage?",A: Having ultra-black skin is only advantageous to species S | B: Species S with lower collagen in their skin are at an advantage because it helps them avoid predators | C: Having ultra-black skin has both advantages and disadvantages to species S | D: Having ultra-black skin is only disadvantageous to species S but advantageous only to their predators,['C'],,
269,"Which one of the groups given below can be
assembled to get the shape that is shown above
using each piece only once without overlapping
with each other? (rotation and translation operations may be used).",A: A | B: B | C: C | D: D,['B'],"https://practicepaper.in/wp-content/uploads/GATE/ME/20222/q60a.jpg, https://practicepaper.in/wp-content/uploads/GATE/ME/20222/q60.jpg",
270,"A person was born on the fifth Monday of February
in a particular year. Which one of the following statements is correct
based on the above information?",A: The 2nd February of that year is a Tuesday | B: There will be five Sundays in the month of February in that year | C: The 1st February of that year is a Sunday | D: All Mondays of February in that year have even dates,['A'],,
271,"If $f(x)=2 \ln\sqrt{e^x}$ what is the area bounded by $f(x)$ for the interval $[0,2]$ on the $x-$ axis?",A: $\frac{1}{2}$ | B: $1$ | C: $2$ | D: $4$,['C'],,
272,"Which one of the following is a representation (not
to scale and in bold) of all values of x satisfying the
inequality $2-5x\leq -\frac{6x-5}{3}$ on the real number
line?",A: A | B: B | C: C | D: D,['C'],https://practicepaper.in/wp-content/uploads/GATE/ME/20222/q57.jpg,
273,"Writing too many things on the ________ while
teaching could make the students get _________.",A: bored / board | B: board / bored | C: board / board | D: bored / bored,['B'],,
274,"In a 12-hour clock that runs correctly, how many
times do the second, minute, and hour hands of the
clock coincide, in a 12-hour duration from 3 PM in
a day to 3 AM the next day?",A: 11 | B: 12 | C: 144 | D: 2,['A'],,
275,"Given below are three conclusions drawn based on
the following three statements. Statement 1: All teachers are professors. Statement 2: No professor is a male. Statement 3: Some males are engineers. Conclusion I: No engineer is a professor. Conclusion II: Some engineers are professors. Conclusion III: No male is a teacher. Which one of the following options can be logically
inferred?",A: Only conclusion III is correct | B: Only conclusion I and conclusion II are correct | C: Only conclusion II and conclusion III are correct | D: Only conclusion I and conclusion III are correct,['A'],,
276,"An equilateral triangle, a square and a circle have
equal areas. What is the ratio of the perimeters of the equilateral
triangle to square to circle?",A: $3\sqrt{3}: 2: \sqrt{\pi}$ | B: $\sqrt{3\sqrt{3}}: 2: \sqrt{\pi}$ | C: $\sqrt{3\sqrt{3}}: 4: 2\sqrt{\pi}$ | D: $\sqrt{3\sqrt{3}}: 2: 2\sqrt{\pi}$,['B'],,
277,"A rhombus is formed by joining the midpoints of
the sides of a unit square. What is the diameter of the largest circle that can be
inscribed within the rhombus?",A: $\frac{1}{\sqrt{2}}$ | B: $\frac{1}{2\sqrt{2}}$ | C: $\sqrt{2}$ | D: $2\sqrt{2}$,['A'],,
278,"Humans are naturally compassionate and honest.
In a study using strategically placed wallets that
appear ""lost"", it was found that wallets with money
are more likely to be returned than wallets without money. Similarly, wallets that had a key and money
are more likely to be returned than wallets with the
same amount of money alone. This suggests that
the primary reason for this behavior is compassion
and empathy. Which one of the following is the CORRECT
logical inference based on the information in the
above passage?","A: Wallets with a key are more likely to be
returned because people do not care about
money | B: Wallets with a key are more likely to be
returned because people relate to suffering of
others | C: Wallets used in experiments are more likely to
be returned than wallets that are really lost | D: Money is always more important than keys",['B'],,
279,"A block with a trapezoidal cross-section is placed
over a block with rectangular cross section as
shown above. Which one of the following is the correct drawing of
the view of the 3D object as viewed in the direction
indicated by an arrow in the above figure?",A: A | B: B | C: C | D: D,['A'],"https://practicepaper.in/wp-content/uploads/GATE/ME/20221/a60.jpg, https://practicepaper.in/wp-content/uploads/GATE/ME/20221/q60.jpg",
