ID,Question,Options,Correct_Answers,Images,Answer_Link
155,A dance programme is scheduled for 10.00 a.m. Some students are participating in the programme and they need to come an hour earlier than the start of the event. These students should be accompanied by a parent. Other students and parents should come in time for the programme. The instruction you think that is appropriate for this is,"A: Students should come at 9.00 a.m. and parents should come at 10.00 a.m. | B: Participating students should come at 9.00 a.m. accompanied by a parent, and other parents and students should come by 10.00 a.m. | C: Students who are not participating should come by 10.00 a.m. and they should not bring their parents. Participating students should come at 9.00 a.m. | D: Participating students should come before 9.00 a.m. Parents who accompany them should come at 9.00 a.m. All others should come at 10.00 a.m.",['B'],,https://gateoverflow.in/2029/gate-cse-2014-set-3-question-ga-6#a_list
156,The table below has question-wise data on the performance of students in an examination. The marks for each question are also listed. There is no negative or partial marking in the examination. $\begin{array}{|c|c|c|c|c|} \hline \textbf{Q No.} & \textbf{Marks} &\textbf{Answered}&\textbf{Answered}&\textbf{Not}\\&&\textbf{ Correctly} &\textbf{Wrongly} & \textbf{Attempted} \\\hline \text{1} & \text{2} &\text{21} &\text{17} &\text{6}\\\hline \text{2} & \text{3} &\text{15} & \text{27}& \text{2}\\\hline \text{3} & \text{2} &\text{23} & \text{18} & \text{3}\\\hline \end{array}$ What is the average of the marks obtained by the class in the examination?,A: 1.34 | B: 1.74 | C: 3.02 | D: 3.91,['C'],,https://gateoverflow.in/2028/gate-cse-2014-set-3-question-ga-5#a_list
157,"Which number does not belong in the series below? 2, 5, 10, 17, 26, 37, 50, 64",A: 17 | B: 37 | C: 64 | D: 26,['C'],,https://gateoverflow.in/2027/gate-cse-2014-set-3-question-ga-4#a_list
158,"Choose the word that is opposite in meaning to the word ""coherent"".",A: sticky | B: well-connected | C: rambling | D: friendly,['C'],,https://gateoverflow.in/2026/gate-cse-2014-set-3-question-ga-3#a_list
159,"If she _______ how to calibrate the instrument, she ________ done the experiment.","A: knows, will have | B: knew, had | C: had known, could have | D: should have known, would have",['C'],,https://gateoverflow.in/2025/gate-cse-2014-set-3-question-ga-2#a_list
160,"$\underset{\text{I}}{\underline{\text{While trying to collect}}}$ an envelope $\underset{\text{II}}{\underline{\text{from under the table}}}$ , $\underset{\text{III}}{\underline{\text{Mr. X fell down}}}$ and $\underset{\text{IV}}{\underline{\text{was losing consciousness}}}$ . Which one of the above underlined parts of the sentence is NOT appropriate?",A: I | B: II | C: III | D: IV,['D'],,https://gateoverflow.in/2024/gate-cse-2014-set-3-question-ga-1#a_list
161,At what time between 6 a. m. and 7 a. m. will the minute hand and hour hand of a clock make an angle closest to $60^{\circ}$ ?,A: 6: 22 a.m. | B: 6: 27 a.m. | C: 6: 38 a.m. | D: 6: 45 a.m.,['A'],,https://gateoverflow.in/1952/gate-cse-2014-set-2-question-ga-10#a_list
162,"The ratio of male to female students in a college for five years is plotted in the following line graph. If the number of female students doubled in 2009, by what percent did the number of male students increase in 2009?",,['140'],https://practicepaper.in/wp-content/uploads/GATE/CS/20142/q64.jpg,https://gateoverflow.in/1951/gate-cse-2014-set-2-question-ga-9#a_list
163,"If $x$ is real and $|x^2-2x+3|=11$ , then possible values of $|-x^3+x^2-x|$ include","A: 2, 4 | B: 2, 14 | C: 4, 52 | D: 14, 52",['D'],,https://gateoverflow.in/1950/gate-cse-2014-set-2-question-ga-8#a_list
164,"Number of people diagnosed with dengue fever (contracted from the bite of a mosquito) in North India is twice the number diagnosed last year. Municipal authorities have concluded that measures to control the mosquito population have failed in this region. Which one of the following statements, if true, does not contradict this conclusion?",A: A high proportion of the affected population has returned from neighbouring countries where dengue is prevalent | B: More cases of dengue are now reported because of an increase in the Municipal Office's administrative efficiency | C: Many more cases of dengue are being diagnosed this year since the introduction of a new and effective diagnostic test | D: The number of people with malarial fever (also contracted from mosquito bites) has increased this year,['D'],,https://gateoverflow.in/1944/gate-cse-2014-set-2-question-ga-7#a_list
165,"The old city of Koenigsberg, which had a German majority population before World War 2, is now called Kaliningrad. After the events of the war, Kaliningrad is now a Russian territory and has a predominantly Russian population. It is bordered by the Baltic Sea on the north and the countries of Poland to the south and west and Lithuania to the east respectively. Which of the statements below can be inferred from this passage?","A: Kaliningrad was historically Russian in its ethnic make up | B: Kaliningrad is a part of Russia despite it not being contiguous with the rest of Russia | C: Koenigsberg was renamed Kaliningrad, as that was its original Russian name | D: Poland and Lithuania are on the route from Kaliningrad to the rest of Russia",['B'],,https://gateoverflow.in/1943/gate-cse-2014-set-2-question-ga-6#a_list
166,"According to the map shown in the figure, which one of the following statements is correct? Note: The figure shown is representative.",A: The library is located to the northwest of the canteen. | B: The hospital is located to the east of the chemistry lab. | C: The chemistry lab is to the southeast of the physics lab. | D: The classrooms and canteen are next to each other.,['C'],https://practicepaper.in/wp-content/uploads/GATE/CS/20251/q60.webp,https://gateoverflow.in/460096/gate-cse-2025-set-1-ga-question-5#a_list
167,"Consider the relationships among P, Q, R, S, and T: P is the brother of Q. S is the daughter of Q. T is the sister of S. R is the mother of Q. The following statements are made based on the relationships given above. R is the grandmother of S. P is the uncle of S and T. R has only one son. Q has only one daughter. Which one of the following options is correct?",A: Both (1) and (2) are true. | B: Both (1) and (3) are true. | C: Only (3) is true. | D: Only (4) is true.,['A'],,https://gateoverflow.in/460097/gate-cse-2025-set-1-ga-question-4#a_list
168,"The average marks obtained by a class in an examination were calculated as 30.8. However, while checking the marks entered, the teacher found that the marks of one student were entered incorrectly as 24 instead of 42. After correcting the marks, the average becomes 31.4. How many students does the class have?",A: 25 | B: 28 | C: 30 | D: 32,['C'],,https://gateoverflow.in/460098/gate-cse-2025-set-1-ga-question-3#a_list
169,"The CEO's decision to downsize the workforce was considered myopic because it sacrificed long-term stability to accommodate short-term gains. Select the most appropriate option that can replace the word ""myopic"" without changing the meaning of the sentence.",A: visionary | B: shortsighted | C: progressive | D: innovative,['B'],,https://gateoverflow.in/460099/gate-cse-2025-set-1-ga-question-2#a_list
170,Ravi had _____________ younger brother who taught at _____________ university. He was widely regarded as _____________ honorable man. Select the option with the correct sequence of articles to fill in the blanks.,A: a; a; an | B: the; an; a | C: a; an; a | D: an; an; a,['A'],,https://gateoverflow.in/460100/gate-cse-2025-set-1-ga-question-1#a_list
171,The value of $\sqrt{12+\sqrt{12+\sqrt{12+\dots}}}$ is,A: 3.464 | B: 3.932 | C: 4 | D: 4.444,['C'],,https://gateoverflow.in/1942/gate-cse-2014-set-2-question-ga-5#a_list
172,What is the average of all multiples of 10 from 2 to 198?,A: 90 | B: 100 | C: 110 | D: 120,['B'],,https://gateoverflow.in/1941/gate-cse-2014-set-2-question-ga-4#a_list
173,Match the columns. $\begin{array}{ll|ll}\hline &\textbf{Column 1} & & \textbf{Column 2 } \\\hline 1.& \text{eradicate} &P. &\text{misrepresent}\\\hline 2.&\text{distort} &Q.& \text{soak completely}\\\hline 3.&\text{saturate} &R.& \text{use}\\\hline 4.&\text{utilize} &S.& \text{destroy utterly}\\\hline \end{array}$,"A: 1:S, 2:P, 3:Q, 4:R | B: 1:P, 2:Q, 3:R, 4:S | C: 1:Q, 2:R, 3:S, 4:P | D: 1:S, 2:P, 3:R, 4:Q",['A'],,https://gateoverflow.in/1940/gate-cse-2014-set-2-question-ga-3#a_list
174,Who ___________ was coming to see us this evening?,A: you said | B: did you say | C: did you say that | D: had you said,['B'],,https://gateoverflow.in/1939/gate-cse-2014-set-2-question-ga-2#a_list
175,Choose the most appropriate phrase from the options given below to complete the following sentence. India is a post-colonial country because,A: it was a former British colony | B: Indian Information Technology professionals have colonized the world | C: India does not follow any colonial practices | D: India has helped other countries gain freedom,['A'],,https://gateoverflow.in/1938/gate-cse-2014-set-2-question-ga-1#a_list
176,"When a point inside of a tetrahedron (a solid with four triangular surfaces) is connected by straight lines to its corners, how many (new) internal planes are created with these lines?",,['6'],,https://gateoverflow.in/778/gate-cse-2014-set-1-question-ga-10#a_list
177,"In a survey, 300 respondents were asked whether they own a vehicle or not. If yes, they were further asked to mention whether they own a car or scooter or both. Their responses are tabulated below. What percent of respondents do not own a scooter? $\begin{array}{|l|l|l|l|} \hline & & \text{Men} & \text{Women} \\\hline \text{Own vehicle} & \text{Car} & 40 & 34 \\\hline \text{Own vehicle} & \text{Scooter} & 30 & 20 \\\hline \text{Own vehicle} & \text{Both} & 60 & 46 \\\hline \text{Do not own vehicle} & & 20 & 50 \\\hline \end{array}$",,['48'],,https://gateoverflow.in/777/gate-cse-2014-set-1-question-ga-9#a_list
178,"Round-trip tickets to a tourist destination are eligible for a discount of 10% on the total fare. In addition, groups of 4 or more get a discount of 5% on the total fare. If the one way single person fare is Rs 100, a group of 5 tourists purchasing round-trip tickets will be charged Rs __________",,['850'],,https://gateoverflow.in/776/gate-cse-2014-set-1-question-ga-8#a_list
179,"Geneticists say that they are very close to confirming the genetic roots of psychiatric illnesses such as depression and schizophrenia, and consequently, that doctors will be able to eradicate these diseases through early identification and gene therapy. On which of the following assumptions does the statement above rely? Select one:","A: Strategies are now available for eliminating psychiatric illnesses | B: Certain psychiatric illnesses have a genetic basis | C: All human diseases can be traced back to genes and how they are expressed | D: In the future, genetics will become the only relevant field for identifying psychiatric illnesses",['B'],,https://gateoverflow.in/775/gate-cse-2014-set-1-question-ga-7#a_list
180,"The Palghat Gap (or Palakkad Gap) , a region about 30 km wide in the southern part of the Western Ghats in India, is lower than the hilly terrain to its north and south. The exact reasons for the formation of this gap are not clear. It results in the neighbouring regions of Tamil Nadu getting more rainfall from the South West monsoon and the neighbouring regions of Kerala having higher summer temperatures. What can be inferred from this passage? Select one:",A: The Palghat gap is caused by high rainfall and high temperatures in southern Tamil Nadu and Kerala | B: The regions in Tamil Nadu and Kerala that are near the Palghat Gap are low-lying | C: The low terrain of the Palghat Gap has a significant impact on weather patterns in neighbouring parts of Tamil Nadu and Kerala | D: Higher summer temperatures result in higher rainfall near the Palghat Gap area,['C'],,https://gateoverflow.in/774/gate-cse-2014-set-1-question-ga-6#a_list
181,"The roots of $ax^2+bx+c=0$ are real and positive. $a,b \text{ and } c$ are real. Then $ax^2+b|x|+c=0$ has",A: no roots | B: 2 real roots | C: 3 real roots | D: 4 real roots,['D'],,https://gateoverflow.in/770/gate-cse-2014-set-1-question-ga-5#a_list
182,"If $\left(z + \dfrac{1}{z}\right)^{2}= 98$ , compute $\left(z^2 + \dfrac{1}{z^2}\right)$",,['96'],,https://gateoverflow.in/773/gate-cse-2014-set-1-question-ga-4#a_list
183,"In a press meet on the recent scam, the minister said, ""The buck stops here"". What did the minister convey by the statement?",A: He wants all the money | B: He will return the money | C: He will assume final responsibility | D: He will resist all enquiries,['C'],,https://gateoverflow.in/772/gate-cse-2014-set-1-question-ga-3#a_list
184,"Choose the most appropriate word from the options given below to complete the following sentence. He could not understand the judges awarding her the first prize, because he thought that her performance was quite _________.",A: superb | B: medium | C: mediocre | D: exhilarating,['C'],,https://gateoverflow.in/771/gate-cse-2014-set-1-question-ga-2#a_list
185,"Which of the following options is the closest in meaning to the phrase in bold in the
sentence below? It is fascinating to see life forms **cope with** varied environmental conditions.",A: Adopt to | B: Adapt to | C: Adept in | D: Accept with,['B'],,https://gateoverflow.in/56/gate-cse-2014-set-1-question-ga-1#a_list
186,"The current erection cost of a structure is Rs. 13,200. If the labour wages per day increase by 1/5 of the current wages and the working hours decrease by 1/24 of the current period, then the new cost of erection in Rs. Is",A: 16500 | B: 15180 | C: 11000 | D: 10120,['B'],,https://gateoverflow.in/1569/gate-cse-2013-question-65#a_list
187,"A tourist covers half of his journey by train at 60 km/h, half of the remainder by bus at 30 km/h and the rest by cycle at 10 km/h. The average speed of the tourist in km/h during his entire journey is",A: 36 | B: 30 | C: 24 | D: 18,['C'],,https://gateoverflow.in/1568/gate-cse-2013-question-64#a_list
188,"After several defeats in wars, Robert Bruce went in exile and wanted to commit suicide. Just before committing suicide, he came across a spider attempting tirelessly to have its net. Time and again, the spider failed but that did not deter it to refrain from making attempts. Such attempts by the spider made Bruce curious. Thus, Bruce started observing the near-impossible goal of the spider to have the net. Ultimately, the spider succeeded in having its net despite several failures. Such act of the spider encouraged Bruce not to commit suicide. And then, Bruce went back again and won many a battle, and the rest is history. Which one of the following assertions is best supported by the above information?",A: Failure is the pillar of success. | B: Honesty is the best policy. | C: Life begins and ends with adventures. | D: No adversity justifies giving up hope.,['D'],,https://gateoverflow.in/1567/gate-cse-2013-question-63#a_list
189,"Out of all the 2-digit integers between 1 and 100, a 2-digit number has to be selected at random. What is the probability that the selected number is not divisible by 7 ?",A: $\left(\dfrac{13}{90}\right)$ | B: $\left(\dfrac{12}{90}\right)$ | C: $\left(\dfrac{78}{90}\right)$ | D: $\left(\dfrac{77}{90}\right)$,['D'],,https://gateoverflow.in/1566/gate-cse-2013-question-62#a_list
190,Find the sum of the expression $\frac{1}{\sqrt{1}+\sqrt{2}}+\frac{1}{\sqrt{2}+\sqrt{3}}+\frac{1}{\sqrt{3}+\sqrt{4}}+............+\frac{1}{\sqrt{80}+\sqrt{81}}$,A: 7 | B: 8 | C: 9 | D: 10,['B'],,https://gateoverflow.in/1565/gate-cse-2013-question-61#a_list
191,Choose the grammatically INCORRECT sentence:,A: He is of Asian origin. | B: They belonged to Africa. | C: She is an European. | D: They migrated from India to Australia.,['C'],,https://gateoverflow.in/1564/gate-cse-2013-question-60#a_list
192,"Were you a bird, you ______ in the sky.",A: would fly | B: shall fly | C: should fly | D: shall have flown,['A'],,https://gateoverflow.in/1563/gate-cse-2013-question-59#a_list
193,"What will be the maximum sum of 44, 42, 40, ... ?",A: 502 | B: 504 | C: 506 | D: 500,['C'],,https://gateoverflow.in/1562/gate-cse-2013-question-58#a_list
194,Complete the sentence: Universalism is to particularism as diffuseness is to ________.,A: specificity | B: neutrality | C: generality | D: adaptation,['A'],,https://gateoverflow.in/1560/gate-cse-2013-question-57#a_list
195,Which one of the following options is the closest in meaning to the word given below? Nadir,A: Highest | B: Lowest | C: Medium | D: Integration,['B'],,https://gateoverflow.in/1559/gate-cse-2013-question-56#a_list
196,"Given the sequence of terms, AD CG FK JP, the next term is",A: OV | B: OW | C: PV | D: PW,['A'],,https://gateoverflow.in/2213/gate-cse-2012-question-65#a_list
197,Which of the following assertions are CORRECT? P: Adding 7 to each entry in a list adds 7 to the mean of the list Q: Adding 7 to each entry in a list adds 7 to the standard deviation of the list R: Doubling each entry in a list doubles the mean of the list S: Doubling each entry in a list leaves the standard deviation of the list unchanged,"A: P, Q | B: Q, R | C: P, R | D: R, S",['C'],,https://gateoverflow.in/2212/gate-cse-2012-question-64#a_list
198,"An automobile plant contracted to buy shock absorbers from two suppliers X and Y. X supplies 60% and Y supplies 40% of the shock absorbers. All shock absorbers are subjected to a quality test. The ones that pass the quality test are considered reliable. Of X's shock absorbers, 96% are reliable. Of Y's shock absorbers, 72% are reliable. The probability that a randomly chosen shock absorber, which is found to be reliable, is made by Y is",A: 0.288 | B: 0.334 | C: 0.667 | D: 0.72,['B'],,https://gateoverflow.in/2211/gate-cse-2012-question-63#a_list
199,A political party orders an arch for the entrance to the ground in which the annual convention is being held. The profile of the arch follows the equation $y=2x-0.1x^2$ where $y$ is the height of the arch in meters. The maximum possible height of the arch is,A: 8 meters | B: 10 meters | C: 12 meters | D: 14 meters,['B'],,https://gateoverflow.in/2210/gate-cse-2012-question-62#a_list
200,"Wanted Temporary, Part-time persons for the post of Field Interviewer to conduct personal interviews to collect and collate economic data. Requirements: High School-pass, must be available for Day, Evening and Saturday work. Transportation paid, expenses reimbursed. Which one of the following is the best inference from the above advertisement?",A: Gender-discriminatory | B: Xenophobic | C: Not designed to make the post attractive | D: Not gender-discriminatory,['D'],,https://gateoverflow.in/2209/gate-cse-2012-question-61#a_list
201,Choose the most appropriate alternative from the options given below to complete the following sentence: Suresh's dog is the one ________ was hurt in the stampede.,A: that | B: which | C: who | D: whom,['A'],,https://gateoverflow.in/2200/gate-cse-2012-question-60#a_list
202,Choose the grammatically INCORRECT sentence:,"A: They gave us the money back less the service charges of Three Hundred rupees. | B: This country's expenditure is not less than that of Bangladesh. | C: The committee initially asked for a funding of Fifty Lakh rupees, but later settled for a lesser sum. | D: This country's expenditure on educational reforms is very less.",['D'],,https://gateoverflow.in/2198/gate-cse-2012-question-59#a_list
203,Which one of the following options is the closest in meaning to the word given below? Mitigate,A: Diminish | B: Divulge | C: Dedicate | D: Denote,['A'],,https://gateoverflow.in/2197/gate-cse-2012-question-58#a_list
204,Choose the most appropriate alternative from the options given below to complete the following sentence: Despite several _________ the mission succeeded in its attempt to resolve the conflict.,A: attempts | B: setbacks | C: meetings | D: delegations,['B'],,https://gateoverflow.in/2195/gate-cse-2012-question-57#a_list
205,"The cost function for a product in a firm is given by $5q^2$ , where $q$ is the amount of production. The firm can sell the product at a market price of Rs. 50 per unit. The number of units to be produced by the firm such that the profit is maximized is",A: 5 | B: 10 | C: 15 | D: 25,['A'],,https://gateoverflow.in/2193/gate-cse-2012-question-56#a_list
206,"A container originally contains 10 litres of pure spirit. From this container, 1 litre of spirit replaced with 1 litre of water. Subsequently, 1 litre of the mixture is again replaced with 1 litre of water and this process is repeated one more time. How much spirit is now left in the container?",A: 7.58  litres | B: 7.84  litres | C: 7  litres | D: 7.29  litres,['D'],,https://gateoverflow.in/2175/gate-cse-2011-question-65#a_list
207,"A transporter receives the same number of orders each day. Currently, he has some pending orders (backlog) to be shipped. If he uses 7 trucks, then at the end of the 4th day he can clear all the orders. Alternatively, if he uses only 3 trucks, then all the orders are cleared at the end of the 10th day. What is the minimum number of trucks required so that there will be no pending order at the end of 5th day?",A: 4 | B: 5 | C: 6 | D: 7,['C'],,https://gateoverflow.in/2174/gate-cse-2011-question-64#a_list
208,"The variable cost $(V)$ of manufacturing a product varies according to the equation $V=4q$ , where $q$ is the quantity produced. The fixed cost ( $F$ ) of production of same product reduces with q according to the equation $F=\frac{100}{q}$ . How many units should be produced to minimize the total cost $(V+F)$ ?",A: 5 | B: 4 | C: 7 | D: 6,['A'],,https://gateoverflow.in/2173/gate-cse-2011-question-63#a_list
209,"P,Q,R  and S are four types of dangerous microbes recently found in a human habitat. The area of each circle with its diameter printed in brackets represents the growth of a single microbe surviving human immunity system within 24 hours of entering the body. The danger to human beings varies proportionately with the toxicity, potency and growth attributed to a microbe shown in the figure below : A pharmaceutical company is contemplating the development of a vaccine against the most dangerous microbe. Which microbe should the company target in its first attempt?",A: P | B: Q | C: R | D: S,['D'],https://practicepaper.in/wp-content/uploads/GATE/CS/20111/q62.jpg,https://gateoverflow.in/2172/gate-cse-2011-question-62#a_list
210,"Few school curricula include a unit on how to deal with bereavement and grief, and
yet all students at some point in their lives suffer from losses through death and parting. Based on the above passage which topic would not be included in a unit on bereavement?",A: how to write a letter of condolence | B: what emotional stages are passed through in the healing process | C: what the leading causes of death are | D: how to give support to a grieving friend,['C'],,https://gateoverflow.in/2171/gate-cse-2011-question-61#a_list
211,Choose the word from the options given below that is most nearly opposite in the meaning to the given word Amalgamate,A: merge | B: split | C: collect | D: separate,['D'],,https://gateoverflow.in/2170/gate-cse-2011-question-60#a_list
212,"Choose the most appropriate word from the options given below to complete the following sentence. If you are trying to make a strong impression on your audience, you cannot do so by being understated, tentative or ________.",A: hyperbolic | B: restrained | C: argumentative | D: indifferent,['B'],,https://gateoverflow.in/2169/gate-cse-2011-question-59#a_list
213,Choose the most appropriate word(s) from the options given below to complete the following sentence. I contemplated _________ Singapore for my vacation but decided against it.,A: to visit | B: having to visit | C: visiting | D: for a visit,['C'],,https://gateoverflow.in/2167/gate-cse-2011-question-58#a_list
214,"If $\log (\text{P}) = (1/2)\log (\text{Q}) = (1/3)\log (\text{R})$ , then which of the following options is TRUE?",A: $\text{P}^2 = \text{Q}^3\text{R}^2$ | B: $\text{Q}^2 = \text{PR}$ | C: $\text{Q}^2 = \text{R}^3\text{P}$ | D: $\text{R} = \text{P}^2\text{Q}^2$,['B'],,https://gateoverflow.in/2166/gate-cse-2011-question-57#a_list
215,Which of the following options is the closest in the meaning to the word below: Inexplicable,A: Incomprehensible | B: Indelible | C: Inextricable | D: Infallible,['A'],,https://gateoverflow.in/2165/gate-cse-2011-question-56#a_list
216,"Given digits 2, 2, 3, 3, 3, 4, 4, 4, 4 how many distinct 4 digit numbers greater than 3000 can be formed?",A: 50 | B: 51 | C: 52 | D: 54,['B'],,https://gateoverflow.in/2373/gate-cse-2010-question-65#a_list
217,"5  skilled workers can build a wall in 20 days; 8 semi-skilled workers can build a wall in 25 days; 10 unskilled workers can build a wall in 30 days. If a team has 2 skilled, 6 semi-skilled and 5 unskilled workers, how long it will take to build the wall?",A: 20 days | B: 18 days | C: 16 days | D: 15 days,['D'],,https://gateoverflow.in/2372/gate-cse-2010-question-64#a_list
218,"Modern warfare has changed from large scale clashes of armies to suppression of civilian populations. Chemical agents that do their work silently appear to be suited to such warfare; and regretfully, there exist people in military establishments who think that chemical agents are useful tools for their cause. Which of the following statements best sums up the meaning of the above passage:",A: Modern warfare has resulted in civil strife. | B: Chemical agents are useful in modern warfare. | C: Use of chemical agents in warfare would be undesirable. | D: People in military establishments like to use chemical agents in war.,['D'],,https://gateoverflow.in/2371/gate-cse-2010-question-63#a_list
219,"Hari(H), Gita(G), Irfan(I) and Saira(S) are siblings (i.e., brothers and sisters). All were born on 1st January. The age difference between any two successive siblings (that is born one after another) is less than three years. Given the following facts: i.   Hari's age + Gita's age > Irfan's age + Saira's age ii.  The age difference between Gita and Saira is one year. However Gita is not the oldest and Saira is not the youngest. iii. There are no twins. In what order they were born (oldest first)?",A: HSIG | B: SGHI | C: IGSH | D: IHSG,['B'],,https://gateoverflow.in/2370/gate-cse-2010-question-62#a_list
220,If 137+276=435 how much is 731+672?,A: 534 | B: 1403 | C: 1623 | D: 1513,['C'],,https://gateoverflow.in/2369/gate-cse-2010-question-61#a_list
221,"In the 4 x 4 array shown below, each cell of the first three rows has either a
cross (X) or a number. The number in a cell represents the count of the immediate neighboring cells
(left, right, top, bottom, diagonals) NOT having a cross (X). Given that the last row
has no crosses (X), the sum of the four numbers to be filled in the last row is",A: 11 | B: 10 | C: 12 | D: 9,['A'],https://practicepaper.in/wp-content/uploads/GATE/CS/20242/q65.webp,https://gateoverflow.in/422897/gate-cse-2024-set-2-ga-question-10#a_list
222,"A cube is to be cut into 8 pieces of equal size and shape. Here, each cut should be
straight and it should not stop till it reaches the other end of the cube. The minimum number of such cuts required is",A: 3 | B: 4 | C: 7 | D: 8,['A'],,https://gateoverflow.in/422898/gate-cse-2024-set-2-ga-question-9#a_list
223,"The pie charts depict the shares of various power generation technologies in the
total electricity generation of a country for the years 2007 and 2023. The renewable sources of electricity generation consist of Hydro, Solar and Wind.
Assuming that the total electricity generated remains the same from 2007 to 2023,
what is the percentage increase in the share of the renewable sources of electricity
generation over this period?",A: 25% | B: 50% | C: 77.50% | D: 62.50%,['D'],https://practicepaper.in/wp-content/uploads/GATE/CS/20242/q63.webp,https://gateoverflow.in/422899/gate-cse-2024-set-2-ga-question-8#a_list
224,"A person sold two different items at the same price. He made 10% profit in one
item, and 10% loss in the other item. In selling these two items, the person made a
total of",A: 1% profit | B: 2% profit | C: 1% loss | D: 2% loss,['C'],,https://gateoverflow.in/422900/gate-cse-2024-set-2-ga-question-7#a_list
225,"Sequence the following sentences in a coherent passage. P:    This fortuitous geological event generated a colossal amount of energy and heat that resulted in the rocks rising to an average height of 4 km across the contact zone. Q:    Thus, the geophysicists tend to think of the Himalayas as an active geological event rather than as a static geological feature. R:    The natural  process  of  the  cooling  of  this massive  edifice  absorbed  large quantities of atmospheric carbon dioxide, altering the earth?s atmosphere and making it better suited for life. S:    Many millennia ago, a breakaway chunk of bedrock from the Antarctic Plate collided with the massive Eurasian Plate.",A: QPSR | B: QSPR | C: SPRQ | D: SRPQ,['C'],,https://gateoverflow.in/422901/gate-cse-2024-set-2-ga-question-6#a_list
226,The question below consists of a pair of related words followed by four pairs of words. Select the pair that best expresses the relation in the original pair. Unemployed : Worker,A: fallow : land | B: unaware : sleeper | C: wit : jester | D: renovated : house,['A'],,https://gateoverflow.in/2368/gate-cse-2010-question-60#a_list
227,"25  persons are in a room. 15 of them play hockey, 17 of them play football and 10 of them play both hockey and football. Then the number of persons playing neither hockey nor football is:",A: 2 | B: 17 | C: 13 | D: 3,['D'],,https://gateoverflow.in/2367/gate-cse-2010-question-59#a_list
228,"Choose the most appropriate word from the options given below to complete the following sentence: If we manage to __________ our natural resources, we would leave a better planet for our children.",A: uphold | B: restrain | C: cherish | D: conserve,['D'],,https://gateoverflow.in/2366/gate-cse-2010-question-58#a_list
229,Which of the following options is the closest in meaning to the word given below: Circuitous,A: cyclic | B: indirect | C: confusing | D: crooked,['B'],,https://gateoverflow.in/2365/gate-cse-2010-question-57#a_list
230,Choose the most appropriate word from the options given below to complete the following sentence: His rather casual remarks on politics ________ his lack of seriousness about the subject.,A: masked | B: belied | C: betrayed | D: suppressed,['C'],,https://gateoverflow.in/2364/gate-cse-2010-question-56#a_list
231,The exponent of 11 in the prime factorization of 300! is,A: 27 | B: 28 | C: 29 | D: 30,['C'],,https://gateoverflow.in/3285/gate2008-it-24
232,The Fibonacci sequence is the sequence of integers,"A: 1, 3, 5, 7, 9, 11, 13 | B: 0, 1, 1, 2, 3, 5, 8, 13, 21, 34 | C: 0, 1, 3, 4, 7, 11, 18, 29, 47 | D: 0, 1, 3, 7, 15",['B'],,https://gateoverflow.in/49629/isro2007-61
233,"In the sequence 6, 9, 14, x, 30, 41, a possible value of x is",A: 25 | B: 21 | C: 18 | D: 20,['B'],,https://gateoverflow.in/422902/gate-cse-2024-set-2-ga-question-5#a_list
234,"For positive non-zero real variables $x$ and $y$ , if $\ln \left(\frac{x+y}{2}\right)=\frac{1}{2}[\ln (x)+\ln (y)]$ then, the value of $\frac{x}{y}+\frac{y}{x}$ is",A: 1 | B: 1/2 | C: 2 | D: 4,['C'],,https://gateoverflow.in/422903/gate-cse-2024-set-2-ga-question-4#a_list
235,"In an engineering college of 10,000 students, 1,500 like neither their core branches
nor other branches. The number of students who like their core branches is 1/4th of
the number of students who like other branches. The number of students who like
both their core and other branches is 500. The number of students who like their core branches is","A: 1,800 | B: 3,500 | C: 1,600 | D: 1,500",['A'],,https://gateoverflow.in/422904/gate-cse-2024-set-2-ga-question-3#a_list
236,"Two wizards try to create a spell using all the four elements, water, air, fire, and earth. For this, they decide to mix all these elements in all possible orders. They also  decide  to  work  independently.  After  trying  all  possible  combination  of elements, they conclude that the spell does not work. How  many  attempts  does  each  wizard  make  before  coming  to  this  conclusion, independently?",A: 24 | B: 48 | C: 16 | D: 12,['A'],,https://gateoverflow.in/422905/gate-cse-2024-set-2-ga-question-2#a_list
237,"If ' $\rightarrow$ ' denotes increasing order of intensity, then the meaning of the words
[walk $\rightarrow$ jog $\rightarrow$ sprint] is analogous to [bothered $\rightarrow$ ________ $\rightarrow$ daunted]. Which one of the given options is appropriate to fill the blank?",A: phased | B: phrased | C: fazed | D: fused,['C'],,https://gateoverflow.in/422906/gate-cse-2024-set-2-ga-question-1#a_list
238,"The least number of squares to be added in the figure to make AB a line of
symmetry is",A: 6 | B: 4 | C: 5 | D: 7,['A'],https://practicepaper.in/wp-content/uploads/GATE/CS/20241/q65.webp,https://gateoverflow.in/422777/gate-cse-2024-set-1-ga-10#a_list
239,"A rectangular paper of 20cm x 8cm is folded 3 times. Each fold is made along the
line of symmetry, which is perpendicular to its long edge. The perimeter of the final
folded sheet (in cm) is",A: 18 | B: 24 | C: 20 | D: 21,['A'],,https://gateoverflow.in/422778/gate-cse-2024-set-1-ga-9#a_list
